-93.1125,2.83395e-05
-93.075,3.56717e-05
-93.0375,4.66586e-05
-93.0,4.18917e-05
-92.9625,4.48988e-05
-92.925,6.60507e-05
-92.8875,6.73726e-05
-92.85,4.52899e-05
-92.8125,4.07074e-05
-92.775,4.88e-05
-92.7375,4.05896e-05
-92.7,2.8956e-05
-92.6625,3.38789e-05
-92.625,5.95003e-05
-92.5875,0.00010096
-92.55,0.000124813
-92.5125,0.000109069
-92.475,9.68735e-05
-92.4375,0.000128363
-92.4,0.000159031
-92.3625,0.000135135
-92.325,9.13414e-05
-92.2875,8.02983e-05
-92.25,9.35069e-05
-92.2125,0.000108943
-92.175,0.000117203
-92.1375,0.000111317
-92.1,0.00010066
-92.0625,8.63803e-05
-92.025,5.78221e-05
-91.9875,3.88157e-05
-91.95,5.83151e-05
-91.9125,9.48755e-05
-91.875,0.000110836
-91.8375,0.000108992
-91.8,0.000122763
-91.7625,0.000153227
-91.725,0.000153531
-91.6875,0.000107767
-91.65,6.78332e-05
-91.6125,7.4924e-05
-91.575,0.000106175
-91.5375,0.000116107
-91.5,8.89787e-05
-91.4625,5.50919e-05
-91.425,5.55068e-05
-91.3875,7.61965e-05
-91.35,6.88462e-05
-91.3125,4.33856e-05
-91.275,4.97175e-05
-91.2375,7.95869e-05
-91.2,8.55883e-05
-91.1625,7.05414e-05
-91.125,7.08719e-05
-91.0875,8.30253e-05
-91.05,7.87611e-05
-91.0125,6.2225e-05
-90.975,5.36513e-05
-90.9375,5.65579e-05
-90.9,7.38455e-05
-90.8625,9.9497e-05
-90.825,0.000109838
-90.7875,0.000108783
-90.75,0.000115817
-90.7125,0.000117863
-90.675,0.000100984
-90.6375,7.59443e-05
-90.6,5.41827e-05
-90.5625,4.11249e-05
-90.525,3.9174e-05
-90.4875,5.06649e-05
-90.45,7.03619e-05
-90.4125,7.51197e-05
-90.375,5.82212e-05
-90.3375,4.76145e-05
-90.3,5.44485e-05
-90.2625,5.63265e-05
-90.225,4.87383e-05
-90.1875,5.38258e-05
-90.15,7.27235e-05
-90.1125,7.82696e-05
-90.075,6.22082e-05
-90.0375,4.98182e-05
-90.0,5.31571e-05
-89.9625,5.80811e-05
-89.925,6.66037e-05
-89.8875,9.08903e-05
-89.85,0.000120327
-89.8125,0.00013967
-89.775,0.000141821
-89.7375,0.000119758
-89.7,8.175e-05
-89.6625,4.99075e-05
-89.625,3.87814e-05
-89.5875,5.0935e-05
-89.55,6.66085e-05
-89.5125,5.39885e-05
-89.475,2.43459e-05
-89.4375,2.98952e-05
-89.4,7.60238e-05
-89.3625,0.00010341
-89.325,8.40402e-05
-89.2875,5.38754e-05
-89.25,4.0661e-05
-89.2125,3.44148e-05
-89.175,2.22448e-05
-89.1375,1.33432e-05
-89.1,2.31868e-05
-89.0625,3.9422e-05
-89.025,4.32299e-05
-88.9875,4.68054e-05
-88.95,5.73607e-05
-88.9125,5.76465e-05
-88.875,4.61044e-05
-88.8375,3.8724e-05
-88.8,4.62099e-05
-88.7625,6.38047e-05
-88.725,6.95254e-05
-88.6875,5.89408e-05
-88.65,5.80716e-05
-88.6125,7.8712e-05
-88.575,9.94244e-05
-88.5375,9.36443e-05
-88.5,6.5618e-05
-88.4625,4.41198e-05
-88.425,3.4337e-05
-88.3875,2.5763e-05
-88.35,2.59376e-05
-88.3125,3.10789e-05
-88.275,3.00918e-05
-88.2375,4.07682e-05
-88.2,6.31755e-05
-88.1625,7.36531e-05
-88.125,9.46023e-05
-88.0875,0.000136443
-88.05,0.000132245
-88.0125,6.90593e-05
-87.975,4.08302e-05
-87.9375,8.43527e-05
-87.9,0.000135666
-87.8625,0.000149115
-87.825,0.000124824
-87.7875,8.16239e-05
-87.75,5.01766e-05
-87.7125,3.77859e-05
-87.675,2.97072e-05
-87.6375,2.59001e-05
-87.6,3.21479e-05
-87.5625,4.3247e-05
-87.525,5.08643e-05
-87.4875,5.52747e-05
-87.45,6.24239e-05
-87.4125,6.64918e-05
-87.375,5.94771e-05
-87.3375,4.83511e-05
-87.3,4.56524e-05
-87.2625,5.83232e-05
-87.225,6.84647e-05
-87.1875,5.09186e-05
-87.15,3.03005e-05
-87.1125,4.39244e-05
-87.075,6.92592e-05
-87.0375,6.64828e-05
-87.0,4.82364e-05
-86.9625,5.45204e-05
-86.925,7.92973e-05
-86.8875,7.7077e-05
-86.85,4.62513e-05
-86.8125,3.17703e-05
-86.775,4.56277e-05
-86.7375,5.47999e-05
-86.7,4.39609e-05
-86.6625,3.75824e-05
-86.625,5.31558e-05
-86.5875,7.72715e-05
-86.55,8.85244e-05
-86.5125,7.92213e-05
-86.475,7.61859e-05
-86.4375,0.000107079
-86.4,0.000134405
-86.3625,0.000114689
-86.325,7.89693e-05
-86.2875,6.37433e-05
-86.25,5.51231e-05
-86.2125,3.94211e-05
-86.175,2.80912e-05
-86.1375,3.31892e-05
-86.1,4.81814e-05
-86.0625,5.96231e-05
-86.025,6.40618e-05
-85.9875,5.70779e-05
-85.95,4.46874e-05
-85.9125,4.66206e-05
-85.875,5.36723e-05
-85.8375,4.62635e-05
-85.8,3.33519e-05
-85.7625,2.37607e-05
-85.725,2.75743e-05
-85.6875,6.73554e-05
-85.65,0.000124664
-85.6125,0.000142285
-85.575,0.000106967
-85.5375,6.32004e-05
-85.5,4.66056e-05
-85.4625,5.05028e-05
-85.425,5.24296e-05
-85.3875,4.3339e-05
-85.35,2.86697e-05
-85.3125,1.87264e-05
-85.275,2.0845e-05
-85.2375,3.48382e-05
-85.2,5.17389e-05
-85.1625,5.78588e-05
-85.125,5.04638e-05
-85.0875,3.64168e-05
-85.05,2.22311e-05
-85.0125,2.93235e-05
-84.975,6.50048e-05
-84.9375,8.67146e-05
-84.9,7.52691e-05
-84.8625,6.4722e-05
-84.825,6.11673e-05
-84.7875,4.88034e-05
-84.75,3.83589e-05
-84.7125,3.85573e-05
-84.675,4.8082e-05
-84.6375,6.3807e-05
-84.6,6.77498e-05
-84.5625,5.32183e-05
-84.525,4.29396e-05
-84.4875,4.77619e-05
-84.45,4.32609e-05
-84.4125,2.15445e-05
-84.375,1.99505e-05
-84.3375,4.51853e-05
-84.3,5.28669e-05
-84.2625,3.36627e-05
-84.225,1.89652e-05
-84.1875,2.26852e-05
-84.15,3.28279e-05
-84.1125,3.59394e-05
-84.075,3.98117e-05
-84.0375,5.32911e-05
-84.0,6.85648e-05
-83.9625,8.07055e-05
-83.925,8.02365e-05
-83.8875,6.6168e-05
-83.85,7.13668e-05
-83.8125,0.000107925
-83.775,0.000132715
-83.7375,0.000105849
-83.7,5.13783e-05
-83.6625,4.01626e-05
-83.625,9.10021e-05
-83.5875,0.000140257
-83.55,0.000148383
-83.5125,0.000142883
-83.475,0.000147792
-83.4375,0.00015662
-83.4,0.000152122
-83.3625,0.000122965
-83.325,8.93734e-05
-83.2875,8.84549e-05
-83.25,0.000111378
-83.2125,0.000113345
-83.175,9.33019e-05
-83.1375,7.60485e-05
-83.1,5.32694e-05
-83.0625,3.04312e-05
-83.025,3.27397e-05
-82.9875,4.05129e-05
-82.95,3.42032e-05
-82.9125,3.57651e-05
-82.875,4.31155e-05
-82.8375,3.11469e-05
-82.8,1.2963e-05
-82.7625,1.55703e-05
-82.725,2.50055e-05
-82.6875,1.7611e-05
-82.65,1.20623e-05
-82.6125,2.53937e-05
-82.575,3.6511e-05
-82.5375,3.93779e-05
-82.5,4.44901e-05
-82.4625,4.19662e-05
-82.425,3.44401e-05
-82.3875,4.7722e-05
-82.35,8.17413e-05
-82.3125,9.4753e-05
-82.275,6.35441e-05
-82.2375,4.60571e-05
-82.2,9.66524e-05
-82.1625,0.000149324
-82.125,0.000123155
-82.0875,5.87785e-05
-82.05,2.74579e-05
-82.0125,2.4936e-05
-81.975,2.47103e-05
-81.9375,2.97605e-05
-81.9,3.93243e-05
-81.8625,3.67079e-05
-81.825,3.21093e-05
-81.7875,5.22603e-05
-81.75,7.68489e-05
-81.7125,7.53972e-05
-81.675,7.26134e-05
-81.6375,7.95487e-05
-81.6,6.29226e-05
-81.5625,3.25549e-05
-81.525,2.83569e-05
-81.4875,4.54151e-05
-81.45,5.90203e-05
-81.4125,6.22118e-05
-81.375,5.29119e-05
-81.3375,3.16933e-05
-81.3,1.77812e-05
-81.2625,3.174e-05
-81.225,5.3627e-05
-81.1875,4.99899e-05
-81.15,3.01502e-05
-81.1125,1.73879e-05
-81.075,1.42844e-05
-81.0375,2.26649e-05
-81.0,3.97391e-05
-80.9625,5.42803e-05
-80.925,6.99827e-05
-80.8875,9.16448e-05
-80.85,0.000101898
-80.8125,8.4484e-05
-80.775,5.64308e-05
-80.7375,4.61449e-05
-80.7,4.37593e-05
-80.6625,3.24993e-05
-80.625,3.109e-05
-80.5875,3.77593e-05
-80.55,2.9392e-05
-80.5125,2.03519e-05
-80.475,2.93216e-05
-80.4375,5.54283e-05
-80.4,9.37016e-05
-80.3625,0.000120021
-80.325,0.000125617
-80.2875,0.000141465
-80.25,0.00017114
-80.2125,0.000173692
-80.175,0.000131968
-80.1375,7.86334e-05
-80.1,5.21281e-05
-80.0625,5.40768e-05
-80.025,5.53202e-05
-79.9875,4.30125e-05
-79.95,4.54383e-05
-79.9125,7.30471e-05
-79.875,7.87464e-05
-79.8375,4.37558e-05
-79.8,1.86027e-05
-79.7625,3.46804e-05
-79.725,7.20422e-05
-79.6875,0.000101504
-79.65,0.000108448
-79.6125,0.000106015
-79.575,0.000106325
-79.5375,9.27877e-05
-79.5,6.4406e-05
-79.4625,4.90579e-05
-79.425,5.04447e-05
-79.3875,4.53535e-05
-79.35,3.53309e-05
-79.3125,3.75816e-05
-79.275,4.26711e-05
-79.2375,4.22317e-05
-79.2,4.30994e-05
-79.1625,4.62226e-05
-79.125,6.42422e-05
-79.0875,9.20719e-05
-79.05,9.15897e-05
-79.0125,6.92563e-05
-78.975,6.24715e-05
-78.9375,6.99419e-05
-78.9,7.5988e-05
-78.8625,7.75519e-05
-78.825,8.31407e-05
