 (-4.249999999999999628e-05+0.000000000000000000e+00j), (-5.547144319951797797e+01+2.361001869336098835e+01j), (-1.255879118650346282e-08+5.677990300725901287e-09j)
 (-4.247999529301011573e-05+0.000000000000000000e+00j), (-5.606143634070065218e+01+-7.242987807465704364e+00j), (8.642192085779128033e-09+-9.546982348961505733e-09j)
 (-4.245999058602023519e-05+0.000000000000000000e+00j), (-5.782290585863739807e+01+1.612953593426058774e+01j), (-2.955683634026970109e-09+1.008982962781018770e-08j)
 (-4.243998587903035464e-05+0.000000000000000000e+00j), (-6.126751490364534902e+01+-1.605009589873673548e+01j), (-1.942506485828557974e-09+-6.799793648100878588e-09j)
 (-4.241998117204047409e-05+0.000000000000000000e+00j), (-6.662289514200998042e+01+2.305720741014716690e+00j), (3.684857042161043760e-09+9.969806665920045965e-10j)
 (-4.239997646505059355e-05+0.000000000000000000e+00j), (-6.448061815642520855e+01+1.601117072630763971e+01j), (-1.309309985392531669e-09+4.706393381203723237e-09j)
 (-4.237997175806071978e-05+0.000000000000000000e+00j), (-5.942430947156239540e+01+-1.798386722525272674e+01j), (-4.198767386118438973e-09+-7.669494048975982043e-09j)
 (-4.235996705107083923e-05+0.000000000000000000e+00j), (-5.648766133713860427e+01+4.884750718176547934e+00j), (1.038059289587711316e-08+6.524850700896250276e-09j)
 (-4.233996234408095869e-05+0.000000000000000000e+00j), (-5.495667944422643814e+01+-2.620670479277852749e+01j), (-1.451334331858689981e-08+-1.797344800738722124e-09j)
 (-4.231995763709107814e-05+0.000000000000000000e+00j), (-5.444462002255383481e+01+-2.505332231617737548e+00j), (1.486605815280653622e-08+-4.430681890799412769e-09j)
 (-4.229995293010119760e-05+0.000000000000000000e+00j), (-5.482409341493809052e+01+2.124724824048002603e+01j), (-1.138940063796972317e-08+9.527801379461402091e-09j)
 (-4.227994822311131705e-05+0.000000000000000000e+00j), (-5.614302228206651080e+01+-9.668696119636679853e+00j), (5.622641281300183423e-09+-1.145128977515574032e-08j)
 (-4.225994351612143650e-05+0.000000000000000000e+00j), (-5.866245174085381109e+01+1.362725847195286555e+01j), (2.979008583004910557e-11+9.545127861264390731e-09j)
 (-4.223993880913155596e-05+0.000000000000000000e+00j), (-6.301100149249060678e+01+-1.893922235396667730e+01j), (-3.318628808842295405e-09+-4.739314223475884098e-09j)
 (-4.221993410214167541e-05+0.000000000000000000e+00j), (-6.814833348091349308e+01+-2.469854075362690526e+00j), (3.072804348005913752e-09+-9.021695614985619659e-10j)
 (-4.219992939515179487e-05+0.000000000000000000e+00j), (-6.406867028592236579e+01+1.304507209303212356e+01j), (3.590292352873658060e-10+5.109795811330405888e-09j)
 (-4.217992468816191432e-05+0.000000000000000000e+00j), (-5.982396511960334351e+01+-1.969672267681758271e+01j), (-5.367300116463699051e-09+-6.396996489067459752e-09j)
 (-4.215991998117203378e-05+0.000000000000000000e+00j), (-5.748761659747984254e+01+3.795795734760724738e+00j), (9.906307699309401774e-09+4.612804752550570369e-09j)
 (-4.213991527418216001e-05+0.000000000000000000e+00j), (-5.636075848485020856e+01+-2.671582209887589698e+01j), (-1.241542895132370330e-08+-8.031445417369289870e-10j)
 (-4.211991056719227946e-05+0.000000000000000000e+00j), (-5.610423982697233214e+01+-2.350606460878271076e+00j), (1.234371245581689260e-08+-3.440744849131043195e-09j)
 (-4.209990586020239891e-05+0.000000000000000000e+00j), (-5.658336024784301799e+01+2.221829954883142122e+01j), (-1.011116919107912479e-08+6.694644908609478482e-09j)
 (-4.207990115321251837e-05+0.000000000000000000e+00j), (-5.780303521225079066e+01+-7.631283558872947737e+00j), (6.715830421240778125e-09+-8.120669593935010126e-09j)
 (-4.205989644622263782e-05+0.000000000000000000e+00j), (-5.993924170550945973e+01+1.723625468886855217e+01j), (-3.302648458337963501e-09+7.549534923344436885e-09j)
 (-4.203989173923275728e-05+0.000000000000000000e+00j), (-6.354185678072596488e+01+-1.227123288493678288e+01j), (8.499086286277774799e-10+-5.375921479176494301e-09j)
 (-4.201988703224287673e-05+0.000000000000000000e+00j), (-7.072670609950992571e+01+1.351631708814700161e+01j), (3.782457820775744654e-11+2.379667573059215458e-09j)
 (-4.199988232525299619e-05+0.000000000000000000e+00j), (-7.905748847248304401e+01+5.191568042364983704e+00j), (7.545783531068659636e-10+5.123455601141105633e-10j)
 (-4.197987761826311564e-05+0.000000000000000000e+00j), (-6.665302081215418184e+01+-2.106780084751200732e+01j), (-2.872843103488475759e-09+-2.493628219019656694e-09j)
